batting_first,batting_second,venue,date,winner,player_name,dismissal,runs_scored,balls_faced,fours,sixes,strike_rate,percent_runs,overs,maidens,runs_given,wickets_taken,economy,percent_wickets,catches,opponent
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,M S Dhoni,c Sharma b Harmeet Singh,30.0,32.0,3.0,0.0,93.75,21.13%,,,,,,,0,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Srikkanth Anirudha,c Gibbs b Harris,24.0,15.0,1.0,2.0,160.0,16.90%,,,,,,,1,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Adam Gilchrist,c Anirudha b Bollinger,15.0,20.0,1.0,1.0,75.0,14.42%,,,,,,,1,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Herschelle Gibbs,b Jakati,18.0,26.0,1.0,0.0,69.23,17.31%,,,,,,,1,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Tirumalasetti Suman,c Raina b Bollinger,4.0,4.0,1.0,0.0,100.0,3.85%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Rohit Sharma,c Muralitharan b Morkel,2.0,5.0,0.0,0.0,40.0,1.92%,,,,,,,1,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Andrew Symonds,c Vijay b Ashwin,23.0,22.0,3.0,0.0,104.55,22.12%,4.0,0.0,18.0,1.0,4.5,10.0,2,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Mohnish Mishra,st â€ Dhoni b Jakati,2.0,5.0,0.0,0.0,40.0,1.92%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Bodapati Sumanth,b Bollinger,16.0,18.0,2.0,0.0,88.89,15.38%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Ryan Harris,c Vijay b Bollinger,15.0,8.0,1.0,1.0,187.5,14.42%,4.0,0.0,29.0,3.0,7.25,30.0,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Harmeet Singh,lbw b Muralitharan,0.0,1.0,0.0,0.0,0.0,,4.0,0.0,22.0,1.0,5.5,10.0,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,R P Singh,not out,0.0,3.0,0.0,0.0,0.0,,4.0,0.0,33.0,0.0,8.25,,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Pragyan Ojha,c Bollinger b Raina,1.0,4.0,0.0,0.0,25.0,0.96%,4.0,0.0,27.0,1.0,6.75,10.0,0,Chennai Super Kings
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Ravichandran Ashwin,,,,,,,,4.0,0.0,14.0,1.0,3.5,10.0,0,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Doug Bollinger,,,,,,,,4.0,1.0,13.0,4.0,3.25,40.0,1,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Muttiah Muralitharan,,,,,,,,4.0,0.0,16.0,1.0,4.0,10.0,1,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Albie Morkel,c Symonds b Ojha,4.0,4.0,0.0,0.0,100.0,2.82%,3.0,0.0,15.0,1.0,5.0,10.0,0,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Shadab Jakati,not out,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,44.0,2.0,11.0,20.0,0,Deccan Chargers
Chennai Super Kings,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","22nd April, 2010",Chennai Super Kings,Suresh Raina,c â€ Gilchrist b Symonds,2.0,4.0,0.0,0.0,50.0,1.41%,0.2,0.0,0.0,1.0,0.0,10.0,1,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Adam Gilchrist,c Kallis b Kumble,4.0,4.0,1.0,0.0,100.0,4.88%,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Mohnish Mishra,lbw b Kumar,0.0,1.0,0.0,0.0,0.0,,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Anirudh Singh,b Kallis,40.0,39.0,4.0,1.0,102.56,48.78%,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Rohit Sharma,c Pietersen b Kumar,0.0,4.0,0.0,0.0,0.0,,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Dwayne Smith,b Kumble,5.0,10.0,1.0,0.0,50.0,6.10%,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Yalaka Venugopal Rao,c White b Doshi,24.0,27.0,2.0,1.0,88.89,29.27%,,,,,,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Anil Kumble,,,,,,,,3.3,0.0,16.0,4.0,4.57,40.0,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Praveen Kumar,,,,,,,,4.0,0.0,18.0,2.0,4.5,20.0,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Dale Steyn,,,,,,,,3.0,1.0,11.0,1.0,3.67,10.0,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Nayan Doshi,,,,,,,,4.0,0.0,17.0,1.0,4.25,10.0,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Balachandra Akhil,,,,,,,,1.0,0.0,6.0,0.0,6.0,,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Jacques Kallis,c & b R Sharma,19.0,32.0,3.0,0.0,59.38,22.09%,2.0,1.0,3.0,2.0,1.5,20.0,2,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Rahul Dravid,not out,35.0,30.0,5.0,0.0,116.67,40.70%,,,,,,,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Kevin Pietersen,not out,29.0,21.0,1.0,2.0,138.1,33.72%,1.0,0.0,10.0,0.0,10.0,,1,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Robin Uthappaâ€ ,,,,,,,,,,,,,,1,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Virat Kohli,,,,,,,,,,,,,,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Cameron White,,,,,,,,,,,,,,1,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Anil Kumble*,,,,,,,,,,,,,,0,Deccan Chargers
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Ryan Harris,,,,,,,,3.0,0.0,14.0,0.0,4.67,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Andrew Symonds,c â€ Uthappa b Steyn,2.0,8.0,0.0,0.0,25.0,2.44%,3.0,0.0,17.0,0.0,5.67,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Pragyan Ojha,c Kallis b Kumble,0.0,2.0,0.0,0.0,0.0,,3.5,0.0,22.0,0.0,5.74,,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Rahul Sharma,b Kallis,0.0,6.0,0.0,0.0,0.0,,3.0,0.0,24.0,1.0,8.0,10.0,0,Royal Challengers Bangalore
Deccan Chargers,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai","24th April, 2010",Royal Challengers Bangalore,Harmeet Singh,not out,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,7.0,0.0,7.0,,0,Royal Challengers Bangalore
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Murali Vijay,c Tiwary b Fernando,26.0,19.0,1.0,2.0,136.84,15.48%,,,,,,,1,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Matthew Hayden,c â€ Rayudu b Pollard,17.0,31.0,1.0,1.0,54.84,10.12%,,,,,,,1,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Subramaniam Badrinath,c Malinga b Fernando,14.0,11.0,2.0,0.0,127.27,8.33%,,,,,,,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,M S Dhoni,c Fernando b Khan,22.0,15.0,2.0,1.0,146.67,13.10%,,,,,,,1,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Srikkanth Anirudha,not out,6.0,3.0,1.0,0.0,200.0,3.57%,,,,,,,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Shikhar Dhawan,c â€ Dhoni b Bollinger,0.0,8.0,0.0,0.0,0.0,,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Sachin Tendulkar,c Vijay b Jakati,48.0,45.0,7.0,0.0,106.67,32.88%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Abhishek Nayar,run out,27.0,26.0,1.0,2.0,103.85,18.49%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Harbhajan Singh,lbw b Raina,1.0,2.0,0.0,0.0,50.0,0.68%,4.0,0.0,30.0,0.0,7.5,,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Ambati Rayudu,run out,21.0,14.0,1.0,1.0,150.0,14.38%,,,,,,,1,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Saurabh Tiwary,c Raina b Jakati,0.0,2.0,0.0,0.0,0.0,,,,,,,,1,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Jean-Paul Duminy,c Jakati b Muralitharan,6.0,7.0,0.0,0.0,85.71,4.11%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Kieron Pollard,c Hayden b Morkel,27.0,10.0,3.0,2.0,270.0,18.49%,4.0,0.0,45.0,1.0,11.25,10.0,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Zaheer Khan,run out,1.0,3.0,0.0,0.0,33.33,0.68%,4.0,0.0,34.0,1.0,8.5,10.0,0,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Lasith Malinga,not out,1.0,1.0,0.0,0.0,100.0,0.68%,4.0,0.0,33.0,0.0,8.25,,1,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Dilhara Fernando,not out,2.0,2.0,0.0,0.0,100.0,1.37%,4.0,0.0,23.0,2.0,5.75,20.0,1,Chennai Super Kings
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Ravichandran Ashwin,,,,,,,,4.0,1.0,24.0,0.0,6.0,,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Doug Bollinger,,,,,,,,4.0,0.0,31.0,1.0,7.75,10.0,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Albie Morkel,run out,15.0,6.0,1.0,1.0,250.0,8.93%,3.0,0.0,20.0,1.0,6.67,10.0,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Muttiah Muralitharan,,,,,,,,4.0,0.0,17.0,1.0,4.25,10.0,0,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Shadab Jakati,,,,,,,,3.0,0.0,26.0,2.0,8.67,20.0,1,Mumbai Indians
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai","25th April, 2010",Chennai Super Kings,Suresh Raina,not out,57.0,35.0,3.0,3.0,162.86,33.93%,2.0,0.0,21.0,1.0,10.5,10.0,1,Mumbai Indians
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Manoj Tiwary,c Sharma b Vaas,0.0,1.0,0.0,0.0,0.0,,,,,,,,1,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Sourav Ganguly,c Anirudh Singh b Vaas,0.0,3.0,0.0,0.0,0.0,,,,,,,,1,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Cheteshwar Pujara,c Ojha b Singh,10.0,16.0,2.0,0.0,62.5,6.21%,,,,,,,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Owais Shah,not out,58.0,46.0,3.0,3.0,126.09,36.02%,,,,,,,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Wriddhiman Sahaâ€ ,,,,,,,,,,,,,,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,R P Singh,,,,,,,,4.0,0.0,35.0,1.0,8.75,10.0,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Pragyan Ojha,,,,,,,,4.0,0.0,19.0,0.0,4.75,,1,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Adam Gilchrist,c Tiwary b Hodge,54.0,35.0,3.0,3.0,154.29,36.00%,,,,,,,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,V V S Laxman,c & b Kartik,22.0,14.0,2.0,1.0,157.14,14.67%,,,,,,,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Herschelle Gibbs,c Mathews b Langeveldt,19.0,24.0,2.0,0.0,79.17,12.67%,,,,,,,1,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Andrew Symonds,c Ganguly b Sharma,5.0,9.0,0.0,0.0,55.56,3.33%,4.0,0.0,26.0,0.0,6.5,,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Rohit Sharma,c Hodge b Mathews,13.0,12.0,2.0,0.0,108.33,8.67%,,,,,,,1,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Anirudh Singh,c & b Shukla,14.0,14.0,1.0,0.0,100.0,9.33%,,,,,,,1,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Tirumalasetti Suman,not out,7.0,9.0,1.0,0.0,77.78,4.67%,1.0,0.0,16.0,0.0,16.0,,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Chaminda Vaas,b Langeveldt,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,22.0,2.0,7.33,20.0,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Jaskaran Singh,not out,4.0,4.0,0.0,0.0,100.0,2.67%,4.0,0.0,35.0,1.0,8.75,10.0,0,Kolkata Knight Riders
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Charl Langeveldt,,,,,,,,4.0,0.0,26.0,2.0,6.5,20.0,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Ishant Sharma,,,,,,,,4.0,0.0,31.0,1.0,7.75,10.0,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Laxmi Shukla,,,,,,,,3.0,0.0,30.0,1.0,10.0,10.0,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Murali Kartik,,,,,,,,3.0,0.0,17.0,1.0,5.67,10.0,0,Deccan Chargers
Kolkata Knight Riders,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai","12th March, 2010",Kolkata Knight Riders,Angelo Mathews,not out,65.0,46.0,5.0,4.0,141.3,40.37%,4.0,0.0,27.0,1.0,6.75,10.0,1,Deccan Chargers
