batting_first,batting_second,venue,date,winner,player_name,dismissal,runs_scored,balls_faced,fours,sixes,strike_rate,percent_runs,overs,maidens,runs_given,wickets_taken,economy,percent_wickets,catches,opponent
Delhi Capitals,Chennai Super Kings,"Dubai International Cricket Stadium, Dubai","10th October, 2021",Chennai Super Kings,Axar Patel,c sub b Ali,10.0,11.0,1.0,0.0,90.91,5.81%,3.0,0.0,23.0,0.0,7.67,,1,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,"Dubai International Cricket Stadium, Dubai","10th October, 2021",Chennai Super Kings,Tom Curran,not out,0.0,1.0,0.0,0.0,0.0,,3.4,0.0,29.0,3.0,7.91,30.0,0,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,"Dubai International Cricket Stadium, Dubai","10th October, 2021",Chennai Super Kings,Ravichandran Ashwin,,,,,,,,2.0,0.0,19.0,0.0,9.5,,0,Chennai Super Kings
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Prithvi Shaw,lbw b Varun,18.0,12.0,2.0,1.0,150.0,13.33%,,,,,,,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shikhar Dhawan,c Shakib Al Hasan b Varun,36.0,39.0,1.0,2.0,92.31,26.67%,,,,,,,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Marcus Stoinis,b Shivam Mavi,18.0,23.0,1.0,0.0,78.26,13.33%,,,,,,,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shreyas Iyer,not out,30.0,27.0,1.0,1.0,111.11,22.22%,,,,,,,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Rishabh Pant,c Tripathi b Ferguson,6.0,6.0,1.0,0.0,100.0,4.44%,,,,,,,1,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shimron Hetmeyer,run out,17.0,10.0,0.0,2.0,170.0,12.59%,,,,,,,1,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Varun Chakravarthy,,,,,,,,4.0,0.0,26.0,2.0,6.5,20.0,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shivam Mavi,,,,,,,,4.0,0.0,27.0,1.0,6.75,10.0,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shubman Gill,c â€ Pant b Avesh Khan,46.0,46.0,1.0,1.0,100.0,33.82%,,,,,,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Venkatesh Iyer,c sub b Rabada,55.0,41.0,4.0,3.0,134.15,40.44%,,,,,,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Nitish Rana,c Hetmeyer b Nortje,13.0,12.0,0.0,1.0,108.33,9.56%,,,,,,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Rahul Tripathi,not out,12.0,11.0,0.0,1.0,109.09,8.82%,,,,,,,1,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Dinesh Karthik,b Rabada,0.0,3.0,0.0,0.0,0.0,,,,,,,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Eoin Morgan,b Nortje,0.0,3.0,0.0,0.0,0.0,,,,,,,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Shakib Al Hasan,lbw b Ashwin,0.0,2.0,0.0,0.0,0.0,,4.0,0.0,28.0,0.0,7.0,,1,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Sunil Narine,c Patel b Ashwin,0.0,1.0,0.0,0.0,0.0,,4.0,0.0,27.0,0.0,6.75,,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Lockie Ferguson,not out,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,26.0,1.0,6.5,10.0,0,Delhi Capitals
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Anrich Nortje,,,,,,,,4.0,0.0,31.0,2.0,7.75,20.0,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Ravichandran Ashwin,,,,,,,,3.5,0.0,27.0,2.0,7.04,20.0,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Avesh Khan,,,,,,,,4.0,0.0,22.0,1.0,5.5,10.0,0,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Axar Patel,not out,4.0,4.0,0.0,0.0,100.0,2.96%,4.0,0.0,32.0,0.0,8.0,,1,Kolkata Knight Riders
Delhi Capitals,Kolkata Knight Riders,"Sharjah Cricket Stadium, Sharjah","13th October, 2021",Kolkata Knight Riders,Kagiso Rabada,,,,,,,,4.0,0.0,23.0,2.0,5.75,20.0,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Ruturaj Gaikwad,c Shivam Mavi b Narine,32.0,27.0,3.0,1.0,118.52,16.67%,,,,,,,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Faf du Plessis,c Iyer b Shivam Mavi,86.0,59.0,7.0,3.0,145.76,44.79%,,,,,,,1,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Robin Uthappa,lbw b Narine,31.0,15.0,0.0,3.0,206.67,16.15%,,,,,,,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Moeen Ali,not out,37.0,20.0,2.0,3.0,185.0,19.27%,,,,,,,1,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Ambati Rayudu,,,,,,,,,,,,,,1,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,M S Dhoni*â€ ,,,,,,,,,,,,,,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Shubman Gill,lbw b Chahar,51.0,43.0,6.0,0.0,118.6,30.91%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Venkatesh Iyer,c Jadeja b Thakur,50.0,32.0,5.0,3.0,156.25,30.30%,1.0,0.0,5.0,0.0,5.0,,1,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Nitish Rana,c du Plessis b Thakur,0.0,1.0,0.0,0.0,0.0,,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Sunil Narine,c Jadeja b Hazlewood,2.0,2.0,0.0,0.0,100.0,1.21%,4.0,0.0,26.0,2.0,6.5,20.0,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Eoin Morgan,c Chahar b Hazlewood,4.0,8.0,0.0,0.0,50.0,2.42%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Dinesh Karthik,c Rayudu b Jadeja,9.0,7.0,0.0,1.0,128.57,5.45%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Shakib Al Hasan,lbw b Jadeja,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,33.0,0.0,11.0,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Rahul Tripathi,c Ali b Thakur,2.0,3.0,0.0,0.0,66.67,1.21%,,,,,,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Lockie Ferguson,not out,18.0,11.0,1.0,1.0,163.64,10.91%,4.0,0.0,56.0,0.0,14.0,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Shivam Mavi,c Chahar b Bravo,20.0,13.0,1.0,2.0,153.85,12.12%,4.0,0.0,32.0,1.0,8.0,10.0,1,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Varun Chakravarthy,not out,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,38.0,0.0,9.5,,0,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Deepak Chahar,,,,,,,,4.0,0.0,32.0,1.0,8.0,10.0,2,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Josh Hazlewood,,,,,,,,4.0,0.0,29.0,2.0,7.25,20.0,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Shardul Thakur,,,,,,,,4.0,0.0,38.0,3.0,9.5,30.0,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Dwayne Bravo,,,,,,,,4.0,0.0,29.0,1.0,7.25,10.0,0,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,"Dubai International Cricket Stadium, Dubai","15th October, 2021",Chennai Super Kings,Ravindra Jadeja,,,,,,,,4.0,0.0,37.0,2.0,9.25,20.0,2,Kolkata Knight Riders
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Rohit Sharma,run out,19.0,15.0,1.0,1.0,126.67,11.95%,,,,,,,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Chris Lynn,c & b Washington Sundar,49.0,35.0,4.0,3.0,140.0,30.82%,,,,,,,2,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Suryakumar Yadav,c â€ de Villiers b Jamieson,31.0,23.0,4.0,1.0,134.78,19.50%,,,,,,,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Ishan Kishan,lbw b Patel,28.0,19.0,2.0,1.0,147.37,17.61%,,,,,,,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Hardik Pandya,lbw b Patel,13.0,10.0,2.0,0.0,130.0,8.18%,,,,,,,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Kieron Pollard,c Washington Sundar b Patel,7.0,9.0,1.0,0.0,77.78,4.40%,,,,,,,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Yuzvendra Chahal,,,,,,,,4.0,0.0,41.0,0.0,10.25,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Washington Sundar,c Lynn b KH Pandya,10.0,16.0,0.0,0.0,62.5,6.25%,1.0,0.0,7.0,1.0,7.0,10.0,1,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Virat Kohli,lbw b Bumrah,33.0,29.0,4.0,0.0,113.79,20.63%,,,,,,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Rajat Patidar,b Boult,8.0,8.0,1.0,0.0,100.0,5.00%,,,,,,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Glenn Maxwell,c Lynn b Jansen,39.0,28.0,3.0,2.0,139.29,24.38%,,,,,,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,AB de Villiers,run out,48.0,27.0,4.0,2.0,177.78,30.00%,,,,,,,1,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Shahbaz Ahmed,c KH Pandya b Jansen,1.0,2.0,0.0,0.0,50.0,0.63%,1.0,0.0,14.0,0.0,14.0,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Dan Christian,c Chahar b Bumrah,1.0,3.0,0.0,0.0,33.33,0.63%,2.0,0.0,21.0,0.0,10.5,,1,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Kyle Jamieson,run out,4.0,4.0,0.0,0.0,100.0,2.50%,4.0,0.0,27.0,1.0,6.75,10.0,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Harshal Patel,not out,4.0,3.0,0.0,0.0,133.33,2.50%,4.0,0.0,27.0,5.0,6.75,50.0,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Mohammed Siraj,not out,0.0,1.0,0.0,0.0,0.0,,4.0,0.0,22.0,0.0,5.5,,0,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Trent Boult,,,,,,,,4.0,0.0,36.0,1.0,9.0,10.0,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Jasprit Bumrah,not out,1.0,2.0,0.0,0.0,50.0,0.63%,4.0,0.0,26.0,2.0,6.5,20.0,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Marco Jansen,b Patel,0.0,2.0,0.0,0.0,0.0,,4.0,0.0,28.0,2.0,7.0,20.0,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Krunal Pandya,c Christian b Patel,7.0,7.0,1.0,0.0,100.0,4.40%,4.0,0.0,25.0,1.0,6.25,10.0,0,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai","9th April, 2021",Royal Challengers Bangalore,Rahul Chahar,run out,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,43.0,0.0,10.75,,1,Royal Challengers Bangalore
