batting_first,batting_second,venue,date,winner,player_name,dismissal,runs_scored,balls_faced,fours,sixes,strike_rate,percent_runs,overs,maidens,runs_given,wickets_taken,economy,percent_wickets,catches,opponent
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Graeme Smith,c Dhawan b Maharoof,25.0,21.0,5.0,0.0,119.05,13.02%,,,,,,,0,Delhi Daredevils
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Swapnil Asnodkar,c Tiwary b Maharoof,39.0,21.0,6.0,1.0,185.71,20.31%,,,,,,,1,Delhi Daredevils
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Mohammad Kaif,b Mishra,12.0,11.0,0.0,1.0,109.09,6.25%,,,,,,,1,Delhi Daredevils
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Yusuf Pathan,run out,45.0,21.0,3.0,4.0,214.29,23.44%,,,,,,,1,Delhi Daredevils
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Mahesh Rawat,c & b Mohammad Asif,2.0,4.0,0.0,0.0,50.0,1.04%,,,,,,,1,Delhi Daredevils
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Gautam Gambhir,c sub b Watson,11.0,15.0,1.0,0.0,73.33,12.64%,,,,,,,0,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Virender Sehwag,c Sohail Tanvir b Watson,3.0,4.0,0.0,0.0,75.0,3.45%,,,,,,,1,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Shikhar Dhawan,c Jadeja b Watson,5.0,12.0,0.0,0.0,41.67,5.75%,,,,,,,1,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Manoj Tiwary,c Asnodkar b Patel,0.0,3.0,0.0,0.0,0.0,,,,,,,,1,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Tillakaratne Dilshan,c Sohail Tanvir b Warne,33.0,22.0,5.0,1.0,150.0,37.93%,,,,,,,0,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Dinesh Karthik,c Kaif b Trivedi,10.0,12.0,1.0,0.0,83.33,11.49%,,,,,,,1,Rajasthan Royals
Rajasthan Royals,Delhi Daredevils,"Wankhede Stadium, Mumbai","30th May, 2008",Rajasthan Royals,Farveez Maharoof,c Pathan b Warne,6.0,6.0,1.0,0.0,100.0,6.90%,4.0,0.0,34.0,3.0,8.5,30.0,1,Rajasthan Royals
